file,line,pattern,method,code
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",67,"setAlphaF","public void drawFireMote(float x, float y, float z, float vx, float vy, float vz, float r, float g, float b, float alpha, float scale) {","glow.setAlphaF(alpha);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",756,"new FXGeneric","public void spark(double d, double e, double f, float size, float r, float g, float b, float a) {","FXGeneric fb = new FXGeneric(getWorld(), d, e, f, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",758,"setAlphaF","public void spark(double d, double e, double f, float size, float r, float g, float b, float a) {","fb.setAlphaF(a);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",760,"setGridSize","public void spark(double d, double e, double f, float size, float r, float g, float b, float a) {","fb.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",761,"setParticles","public void spark(double d, double e, double f, float size, float r, float g, float b, float a) {","fb.setParticles(8 + getWorld().rand.nextInt(3) * 16, 8, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",762,"setScale","public void spark(double d, double e, double f, float size, float r, float g, float b, float a) {","fb.setScale(size);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",764,"ParticleEngine.addEffect","public void spark(double d, double e, double f, float size, float r, float g, float b, float a) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",771,"ParticleEngine.addEffect","public void smokeSpiral(double x, double y, double z, float rad, int start, int miny, int color) {","ParticleEngine.addEffect(getWorld(), fx);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",777,"ParticleEngine.addEffect","public void wispFXEG(double posX, double posY, double posZ, Entity target) {","ParticleEngine.addEffect(getWorld(), ef);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",782,"new FXGeneric","public void burst(double sx, double sy, double sz, float size) {","FXGeneric fb = new FXGeneric(getWorld(), sx, sy, sz, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",784,"setGridSize","public void burst(double sx, double sy, double sz, float size) {","fb.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",785,"setParticles","public void burst(double sx, double sy, double sz, float size) {","fb.setParticles(208, 31, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",786,"setScale","public void burst(double sx, double sy, double sz, float size) {","fb.setScale(size);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",787,"ParticleEngine.addEffect","public void burst(double sx, double sy, double sz, float size) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",842,"ParticleEngine.addEffect","public void boreDigFx(int x, int y, int z, Entity e, IBlockState bi, int md, int delay) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",854,"ParticleEngine.addEffect","public void essentiaTrailFx(BlockPos p1, BlockPos p2, int count, int color, float scale, int ext) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",859,"ParticleEngine.addEffect","public void boreTrailFx(BlockPos p1, Entity e, int count, int color, float scale, int ext) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",863,"new FXGeneric","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, getWorld().rand.nextGaussian() * 0.004999999888241291, getWorld().rand.nextGaussian() * 0.004999999888241291, getWorld().rand.nextGaussian() * 0.004999999888241291);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",866,"setAlphaF","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","fb.setAlphaF(alpha);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",868,"setParticles","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","fb.setParticles(25, 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",869,"setScale","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","fb.setScale(0.4f + getWorld().rand.nextFloat() * 0.2f, 0.2f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",870,"setLayer","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","fb.setLayer(1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",871,"setGravity","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","fb.setGravity(0.01f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",872,"setRotationSpeed","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","fb.setRotationSpeed(0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",873,"ParticleEngine.addEffect","public void essentiaDropFx(double x, double y, double z, float r, float g, float b, float alpha) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",877,"new FXGeneric","public void jarSplashFx(double x, double y, double z) {","FXGeneric fb = new FXGeneric(getWorld(), x + getWorld().rand.nextGaussian() * 0.07500000298023224, y, z + getWorld().rand.nextGaussian() * 0.07500000298023224, getWorld().rand.nextGaussian() * 0.014999999664723873, 0.075f + getWorld().rand.nextFloat() * 0.05f, getWorld().rand.nextGaussian() * 0.014999999664723873);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",881,"setAlphaF","public void jarSplashFx(double x, double y, double z) {","fb.setAlphaF(0.5f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",883,"setParticles","public void jarSplashFx(double x, double y, double z) {","fb.setParticles(73, 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",884,"setScale","public void jarSplashFx(double x, double y, double z) {","fb.setScale(0.4f + getWorld().rand.nextFloat() * 0.3f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",885,"setLayer","public void jarSplashFx(double x, double y, double z) {","fb.setLayer(1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",886,"setGravity","public void jarSplashFx(double x, double y, double z) {","fb.setGravity(0.3f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",887,"setRotationSpeed","public void jarSplashFx(double x, double y, double z) {","fb.setRotationSpeed(0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",888,"ParticleEngine.addEffect","public void jarSplashFx(double x, double y, double z) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",893,"ParticleEngine.addEffect","public void waterTrailFx(BlockPos p1, BlockPos p2, int count, int color, float scale) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",905,"setGravity","public void blockRunes(double x, double y, double z, float r, float g, float b, int dur, float grav) {","fb.setGravity(grav);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",906,"ParticleEngine.addEffect","public void blockRunes(double x, double y, double z, float r, float g, float b, int dur, float grav) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",911,"setGravity","public void blockRunes2(double x, double y, double z, float r, float g, float b, int dur, float grav) {","fb.setGravity(grav);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",912,"setScale","public void blockRunes2(double x, double y, double z, float r, float g, float b, int dur, float grav) {","fb.setScale((float)(0.5 + getWorld().rand.nextGaussian() * 0.10000000149011612));"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",914,"ParticleEngine.addEffect","public void blockRunes2(double x, double y, double z, float r, float g, float b, int dur, float grav) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",919,"ParticleEngine.addEffect","public void drawSlash(double x, double y, double z, double x2, double y2, double z2, int dur) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",929,"ParticleEngine.addEffect","public FXSwarm swarmParticleFX(Entity targetedEntity, float f1, float f2, float pg) {","ParticleEngine.addEffect(getWorld(), fx);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",954,"new FXGeneric","public void cultistSpawn(double x, double y, double z, double a, double b, double c) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, a, b, c);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",957,"setAlphaF","public void cultistSpawn(double x, double y, double z, double a, double b, double c) {","fb.setAlphaF(0.8f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",958,"setGridSize","public void cultistSpawn(double x, double y, double z, double a, double b, double c) {","fb.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",959,"setParticles","public void cultistSpawn(double x, double y, double z, double a, double b, double c) {","fb.setParticles(160, 6, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",960,"setScale","public void cultistSpawn(double x, double y, double z, double a, double b, double c) {","fb.setScale(3.0f + getWorld().rand.nextFloat() * 2.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",961,"setLayer","public void cultistSpawn(double x, double y, double z, double a, double b, double c) {","fb.setLayer(1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",962,"ParticleEngine.addEffect","public void cultistSpawn(double x, double y, double z, double a, double b, double c) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",965,"drawWispyMotes","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",966,"new FXGeneric","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {","FXGenericP2E fb = new FXGenericP2E(getWorld(), x, y, z, e);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",968,"setAlphaF","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {","fb.setAlphaF(0.6f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",969,"setParticles","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {","fb.setParticles(512, 16, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",971,"setWind","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {","fb.setWind(0.001);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",972,"setRandomMovementScale","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {","fb.setRandomMovementScale(0.0025f, 0.0f, 0.0025f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",973,"ParticleEngine.addEffect","public void drawWispyMotesEntity(double x, double y, double z, Entity e, float r, float g, float b) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",977,"new FXGeneric","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, x2, y2, z2);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",981,"setAlphaF","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setAlphaF(0.5f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",983,"setGridSize","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setGridSize(64);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",984,"setParticles","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setParticles(264, 8, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",985,"setScale","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setScale(1.0f + getWorld().rand.nextFloat() * 0.25f, 0.05f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",986,"setWind","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setWind(2.5E-4);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",987,"setRandomMovementScale","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setRandomMovementScale(0.0025f, 0.0f, 0.0025f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",988,"ParticleEngine.addEffect","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","ParticleEngine.addEffectWithDelay(getWorld(), fb, a);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",988,"ParticleEngine.addEffectWithDelay","public void drawWispParticles(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","ParticleEngine.addEffectWithDelay(getWorld(), fb, a);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",992,"new FXGeneric","public void drawNitorCore(double x, double y, double z, double x2, double y2, double z2) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, x2, y2, z2);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",995,"setAlphaF","public void drawNitorCore(double x, double y, double z, double x2, double y2, double z2) {","fb.setAlphaF(1.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",996,"setParticles","public void drawNitorCore(double x, double y, double z, double x2, double y2, double z2) {","fb.setParticles(457, 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",997,"setScale","public void drawNitorCore(double x, double y, double z, double x2, double y2, double z2) {","fb.setScale(1.0f, 1.0f + (float) getWorld().rand.nextGaussian() * 0.1f, 1.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",998,"setLayer","public void drawNitorCore(double x, double y, double z, double x2, double y2, double z2) {","fb.setLayer(1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",999,"setRandomMovementScale","public void drawNitorCore(double x, double y, double z, double x2, double y2, double z2) {","fb.setRandomMovementScale(2.0E-4f, 2.0E-4f, 2.0E-4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1000,"ParticleEngine.addEffect","public void drawNitorCore(double x, double y, double z, double x2, double y2, double z2) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1004,"new FXGeneric","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, x2, y2, z2);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1008,"setAlphaF","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setAlphaF(0.66f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1010,"setGridSize","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setGridSize(64);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1011,"setParticles","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setParticles(264, 8, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1012,"setScale","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setScale(3.0f + getWorld().rand.nextFloat(), 0.05f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1013,"setRandomMovementScale","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","fb.setRandomMovementScale(0.0025f, 0.0f, 0.0025f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1014,"ParticleEngine.addEffect","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","ParticleEngine.addEffectWithDelay(getWorld(), fb, a);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",1014,"ParticleEngine.addEffectWithDelay","public void drawNitorFlames(double x, double y, double z, double x2, double y2, double z2, int color, int a) {","ParticleEngine.addEffectWithDelay(getWorld(), fb, a);"
"src/main/java/thaumcraft/client/fx/ParticleEngine.java",315,"textures/misc/particles.png","public String call() {","particleTexture = new ResourceLocation(""thaumcraft"", ""textures/misc/particles.png"");"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",71,"new FXGeneric","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","FXGeneric fb = new FXGeneric(par1World, x + vt.x, y + vt.y, z + vt.z, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",80,"setAlphaF","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","fb.setAlphaF(alphas);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",82,"setParticles","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","fb.setParticles(sp ? 320 : 512, 16, 1);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",84,"setGravity","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","fb.setGravity(sp ? 0.0f : 0.125f);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",85,"setScale","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","fb.setScale(0.5f, 0.125f);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",86,"setLayer","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","fb.setLayer(0);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",87,"setSlowDown","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","fb.setSlowDown(0.995);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",88,"setRandomMovementScale","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","fb.setRandomMovementScale(0.0025f, 0.001f, 0.0025f);"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",89,"ParticleEngine.addEffect","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","ParticleEngine.addEffectWithDelay(par1World, fb, 2 + rand.nextInt(3));"
"src/main/java/thaumcraft/client/fx/beams/FXArc.java",89,"ParticleEngine.addEffectWithDelay","public FXArc(World par1World, double x, double y, double z, double tx, double ty, double tz, float red, float green, float blue, double hg) {","ParticleEngine.addEffectWithDelay(par1World, fb, 2 + rand.nextInt(3));"
"src/main/java/thaumcraft/client/fx/other/FXBlockWard.java",123,"setGravity","public void setGravity(float value) {","public void setGravity(float value) {"
"src/main/java/thaumcraft/client/fx/other/FXBoreStream.java",185,"setGravity","public void setGravity(float value) {","public void setGravity(float value) {"
"src/main/java/thaumcraft/client/fx/other/FXEssentiaStream.java",241,"setGravity","public void setGravity(float value) {","public void setGravity(float value) {"
"src/main/java/thaumcraft/client/fx/other/FXVoidStream.java",225,"setGravity","public void setGravity(float value) {","public void setGravity(float value) {"
"src/main/java/thaumcraft/client/fx/particles/FXBlockRunes.java",48,"setScale","public void setScale(float s) {","public void setScale(float s) {"
"src/main/java/thaumcraft/client/fx/particles/FXBlockRunes.java",106,"setGravity","public void setGravity(float value) {","public void setGravity(float value) {"
"src/main/java/thaumcraft/client/fx/particles/FXBoreParticles.java",174,"particleTextureIndexX","public void renderParticle(BufferBuilder p_180434_1_, Entity p_180434_2_, float p_180434_3_, float p_180434_4_, float p_180434_5_, float p_180434_6_, float p_180434_7_, float p_180434_8_) {","float f6 = (particleTextureIndexX + particleTextureJitterX / 4.0f) / 16.0f;"
"src/main/java/thaumcraft/client/fx/particles/FXBoreParticles.java",176,"particleTextureIndexY","public void renderParticle(BufferBuilder p_180434_1_, Entity p_180434_2_, float p_180434_3_, float p_180434_4_, float p_180434_5_, float p_180434_6_, float p_180434_7_, float p_180434_8_) {","float f8 = (particleTextureIndexY + particleTextureJitterY / 4.0f) / 16.0f;"
"src/main/java/thaumcraft/client/fx/particles/FXBoreSparkle.java",122,"setGravity","public void setGravity(float value) {","public void setGravity(float value) {"
"src/main/java/thaumcraft/client/fx/particles/FXBreakingFade.java",48,"particleTextureIndexX","public void renderParticle(BufferBuilder p_180434_1_, Entity p_180434_2_, float p_180434_3_, float p_180434_4_, float p_180434_5_, float p_180434_6_, float p_180434_7_, float p_180434_8_) {","float f6 = (particleTextureIndexX + particleTextureJitterX / 4.0f) / 16.0f;"
"src/main/java/thaumcraft/client/fx/particles/FXBreakingFade.java",50,"particleTextureIndexY","public void renderParticle(BufferBuilder p_180434_1_, Entity p_180434_2_, float p_180434_3_, float p_180434_4_, float p_180434_5_, float p_180434_6_, float p_180434_7_, float p_180434_8_) {","float f8 = (particleTextureIndexY + particleTextureJitterY / 4.0f) / 16.0f;"
"src/main/java/thaumcraft/client/fx/particles/FXFireMote.java",42,"setParticleTextureIndex","public FXFireMote(World worldIn, double x, double y, double z, double vx, double vy, double vz, float r, float g, float b, float scale, int layer) {","setParticleTextureIndex(7);"
"src/main/java/thaumcraft/client/fx/particles/FXFireMote.java",45,"setParticleTextureIndex","public void setParticleTextureIndex(int particleTextureIndex) {","public void setParticleTextureIndex(int particleTextureIndex) {"
"src/main/java/thaumcraft/client/fx/particles/FXFireMote.java",46,"particleTextureIndexX","public void setParticleTextureIndex(int particleTextureIndex) {","particleTextureIndexX = particleTextureIndex % 64;"
"src/main/java/thaumcraft/client/fx/particles/FXFireMote.java",47,"particleTextureIndexY","public void setParticleTextureIndex(int particleTextureIndex) {","particleTextureIndexY = particleTextureIndex / 64;"
"src/main/java/thaumcraft/client/fx/particles/FXFireMote.java",51,"particleTextureIndexX","public void renderParticle(BufferBuilder worldRendererIn, Entity entityIn, float partialTicks, float rotationX, float rotationZ, float rotationYZ, float rotationXY, float rotationXZ) {","float f = particleTextureIndexX / 64.0f;"
"src/main/java/thaumcraft/client/fx/particles/FXFireMote.java",53,"particleTextureIndexY","public void renderParticle(BufferBuilder worldRendererIn, Entity entityIn, float partialTicks, float rotationX, float rotationZ, float rotationYZ, float rotationXY, float rotationXZ) {","float f3 = particleTextureIndexY / 64.0f;"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",115,"setAlphaF","public FXGeneric(World world, double x, double y, double z) {","setAlphaF(1.0f);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",128,"setScale","public FXGeneric(World world, double x, double y, double z) {","setScale(1.0f);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",172,"setParticleTextureIndex","public void renderParticle(BufferBuilder wr, Entity entity, float f, float f1, float f2, float f3, float f4, float f5) {","setParticleTextureIndex(startParticle + particleAge / particleInc % numParticles);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",176,"setParticleTextureIndex","public void renderParticle(BufferBuilder wr, Entity entity, float f, float f1, float f2, float f3, float f4, float f5) {","setParticleTextureIndex((int)(startParticle + Math.min(numParticles * fs, (float)(numParticles - 1))));"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",183,"setParticleTextureIndex","public void renderParticle(BufferBuilder wr, Entity entity, float f, float f1, float f2, float f3, float f4, float f5) {","setParticleTextureIndex(finalFrames[frame]);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",199,"particleTextureIndexX","public void draw(BufferBuilder wr, Entity entityIn, float partialTicks, float rotationX, float rotationZ, float rotationYZ, float rotationXY, float rotationXZ) {","float tx1 = particleTextureIndexX / (float) gridSize;"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",201,"particleTextureIndexY","public void draw(BufferBuilder wr, Entity entityIn, float partialTicks, float rotationX, float rotationZ, float rotationYZ, float rotationXY, float rotationXZ) {","float ty1 = particleTextureIndexY / (float) gridSize;"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",264,"setWind","public void setWind(double d) {","public void setWind(double d) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",274,"setLayer","public void setLayer(int layer) {","public void setLayer(int layer) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",300,"setRotationSpeed","public void setRotationSpeed(float rot) {","public void setRotationSpeed(float rot) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",304,"setRotationSpeed","public void setRotationSpeed(float start, float rot) {","public void setRotationSpeed(float start, float rot) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",313,"setParticles","public void setParticles(int startParticle, int numParticles, int particleInc) {","public void setParticles(int startParticle, int numParticles, int particleInc) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",316,"setParticleTextureIndex","public void setParticles(int startParticle, int numParticles, int particleInc) {","setParticleTextureIndex(this.startParticle = startParticle);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",322,"setParticleTextureIndex","public void setParticle(int startParticle) {","setParticleTextureIndex(this.startParticle = startParticle);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",325,"setScale","public void setScale(float... scale) {","public void setScale(float... scale) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",330,"setAlphaF","public void setAlphaF(float... a1) {","public void setAlphaF(float... a1) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",331,"setAlphaF","public void setAlphaF(float... a1) {","super.setAlphaF(a1[0]);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",335,"setAlphaF","public void setAlphaF(float a1) {","public void setAlphaF(float a1) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",336,"setAlphaF","public void setAlphaF(float a1) {","super.setAlphaF(a1);"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",340,"setSlowDown","public void setSlowDown(double slowDown) {","public void setSlowDown(double slowDown) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",344,"setRandomMovementScale","public void setRandomMovementScale(float x, float y, float z) {","public void setRandomMovementScale(float x, float y, float z) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",350,"setFinalFrames","public void setFinalFrames(int... frames) {","public void setFinalFrames(int... frames) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",360,"setGravity","public void setGravity(float g) {","public void setGravity(float g) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",364,"setParticleTextureIndex","public void setParticleTextureIndex(int index) {","public void setParticleTextureIndex(int index) {"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",368,"particleTextureIndexX","public void setParticleTextureIndex(int index) {","particleTextureIndexX = index % gridSize;"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",369,"particleTextureIndexY","public void setParticleTextureIndex(int index) {","particleTextureIndexY = index / gridSize;"
"src/main/java/thaumcraft/client/fx/particles/FXGeneric.java",372,"setGridSize","public void setGridSize(int gridSize) {","public void setGridSize(int gridSize) {"
"src/main/java/thaumcraft/client/fx/particles/FXGenericGui.java",38,"particleTextureIndexX","public void draw(BufferBuilder wr, Entity entityIn, float partialTicks, float rotationX, float rotationZ, float rotationYZ, float rotationXY, float rotationXZ) {","float tx1 = particleTextureIndexX / (float) gridSize;"
"src/main/java/thaumcraft/client/fx/particles/FXGenericGui.java",40,"particleTextureIndexY","public void draw(BufferBuilder wr, Entity entityIn, float partialTicks, float rotationX, float rotationZ, float rotationYZ, float rotationXY, float rotationXZ) {","float ty1 = particleTextureIndexY / (float) gridSize;"
"src/main/java/thaumcraft/client/fx/particles/FXPlane.java",41,"particleTextureIndexX","public FXPlane(World world, double d, double d1, double d2, double m, double m1, double m2, int life) {","particleTextureIndexX = 22;"
"src/main/java/thaumcraft/client/fx/particles/FXPlane.java",42,"particleTextureIndexY","public FXPlane(World world, double d, double d1, double d2, double m, double m1, double m2, int life) {","particleTextureIndexY = 10;"
